3.541377,14.117353
7.557393,-5.084635
3.166911,9.573636
13.331795,16.621830
11.612750,6.641931
3.830730,3.586179
11.762759,4.213109
6.604257,3.280172
9.689928,6.528018
2.778080,-0.395811
11.618508,2.939671
7.249251,5.126340
9.656822,4.261920
4.419211,4.419553
7.259051,7.330177
3.838575,0.298211
7.325429,16.776389
7.567757,10.972919
14.964037,4.549223
1.344400,-0.064759
7.304926,0.792839
6.881509,5.112533
9.367249,12.300202
9.751100,0.560066
2.306057,6.905743
7.944879,5.934288
9.667853,7.865852
0.931305,-1.665439
11.976326,3.880154
3.864546,1.881692
9.978704,7.500837
10.445862,6.349088
11.463678,15.701543
7.839424,10.097830
6.135034,-7.108990
10.701916,13.209970
7.293292,4.535532
6.876146,-2.843593
5.236375,11.064902
2.765405,-11.028924
10.536805,4.858770
12.009213,6.423873
13.673060,14.340989
7.678980,1.802894
10.164854,7.675883
11.835260,0.617132
12.184050,12.354030
15.061479,20.247328
7.885181,-6.287269
11.240380,12.163427
10.381784,9.777250
4.500316,-1.233330
7.545115,-0.475812
14.854627,13.414140
0.724573,-7.332994
8.698629,-2.937731
10.166856,9.377578
8.068867,3.254618
7.190726,8.013573
3.841659,6.825251
6.114641,2.150496
5.915510,-2.781932
3.785952,15.291451
7.079156,-0.137496
13.391504,19.507101
5.016902,-6.666766
2.575529,-0.384540
5.046530,5.638514
16.200852,19.545122
10.074730,9.241558
8.393580,10.848857
4.611682,4.856342
7.323540,12.098730
5.694494,-3.949175
9.313851,7.919534
10.284222,9.902458
12.051566,24.076143
10.082565,10.576756
14.965254,19.595855
10.835384,2.024846
13.953771,9.642235
5.119232,-4.114644
0.042342,0.373215
10.977901,6.047288
14.832966,19.907771
6.017666,-5.968877
7.430665,6.676842
9.037468,-1.669748
6.207978,2.550638
9.666194,3.516989
5.556900,19.050286
4.922927,2.213810
8.817153,6.923573
15.325670,11.795060
11.118337,6.083414
11.754067,10.730168
12.728015,10.763154
6.441048,-4.898295
5.007410,-1.162154
6.024514,2.716710
7.738284,2.134779
9.968634,15.947943
10.246069,6.368920
10.379518,14.073914
6.101255,3.703826
12.371334,12.823870
1.089433,-0.900434
4.852261,-7.911974
11.747231,4.009043
4.679254,14.918415
2.125755,-5.413165
6.108773,9.454851
4.424395,-0.603235
7.786132,-6.976112
9.965404,5.853659
4.793025,6.153353
13.491031,4.145460
6.071917,8.292309
6.718802,3.161366
3.628015,-4.789877
4.996217,-3.479076
7.524042,-4.765834
3.200632,7.317183
6.147206,0.976566
9.937547,7.765771
10.905149,5.494315
18.848401,19.971678
10.739901,13.288706
13.258711,16.024546
4.010982,-2.481129
6.912648,5.669278
11.786023,15.944861
8.989359,3.175880
6.922464,1.860507
8.700805,2.905826
8.535912,17.026334
13.649245,12.675864
7.966526,-1.114188
9.467771,-1.801404
9.696503,5.550825
7.374373,3.308778
7.987267,-7.271619
9.330621,-2.779850
3.134163,-6.499347
7.208208,-8.359519
8.232693,6.062346
10.722700,15.955421
12.811082,-2.059749
2.815809,-3.278641
6.944905,5.078224
9.567343,6.359180
8.230634,9.543359
3.941726,-3.131191
12.091016,14.337429
10.492968,6.355338
14.513110,12.272742
12.451007,8.835091
12.807010,20.711869
2.813557,2.230087
8.986305,0.639866
9.022808,12.211457
14.178280,5.622087
4.100617,11.544239
5.525748,17.407891
3.170222,3.640207
5.585237,2.983672
12.770943,10.013090
3.797246,0.904580
14.096668,8.441105
9.893458,2.565098
6.272271,3.431931
8.379810,10.847264
3.088108,-1.137567
14.536379,21.224784
12.894775,17.711367
17.044661,21.808274
10.736963,16.342726
10.994051,19.321784
3.893903,-2.738612
10.796186,14.068797
11.818374,9.900676
10.221853,11.785447
11.048544,13.251606
7.992911,-3.847927
10.886242,9.977343
9.329961,-3.202430
2.198117,-6.108516
6.979528,-1.266318
3.806121,-3.731664
7.884839,2.055371
5.522859,7.531775
3.830175,-1.389529
11.132404,9.037660
8.883235,1.536338
1.268924,-2.451370
10.226901,12.684081
5.903762,3.745760
14.124737,8.016432
16.276690,12.029282
8.297699,10.315450
16.816378,18.749758
9.458065,4.460015
16.222351,27.684664
2.815881,12.706687
13.740149,9.698666
5.754449,-3.969468
4.918016,-6.281255
7.612594,8.357767
11.819233,10.328678
8.543044,4.202452
7.403447,2.389312
5.808586,-5.675216
9.189915,12.061471
0.343106,-6.473829
3.478834,7.375393
8.767544,1.840175
4.137723,3.801904
6.679080,14.867802
6.209724,0.128504
7.080113,5.862570
8.175489,20.383695
5.033252,9.125417
-0.655122,-9.652503
13.646965,5.315916
11.039736,17.975948
7.791181,5.601168
16.380214,25.137451
13.724824,8.798411
12.975284,10.253495
7.020733,1.311721
6.703539,1.198390
9.740156,0.535330
3.387884,7.773606
3.944207,13.726095
16.099462,26.842818
1.320644,-1.505465
8.952593,2.305245
7.937321,-4.148559
8.516853,-4.380751
4.910080,8.389546
7.447441,0.935752
6.841886,-0.891936
5.845097,6.705742
10.169676,14.722422
3.132925,-7.218056
15.672894,11.316793
11.574853,10.951774
7.010085,15.304226
12.271867,6.595324
13.808973,4.544745
9.662096,2.033961
9.920327,8.225174
12.723820,3.595968
13.266503,13.302126
7.033732,12.073981
9.527496,14.167641
8.840125,7.016627
11.351189,11.689653
10.088748,11.089315
13.087460,5.298221
12.781534,16.959741
5.574768,5.400152
11.619599,4.733511
6.724781,-0.375955
6.623781,-0.858366
8.371580,7.052846
7.266571,17.018895
9.128243,8.390149
8.694276,1.226235
5.541007,12.381378
7.063837,5.104232
6.594185,-2.113792
2.663315,4.264117
4.551794,6.897499
12.278758,6.143716
10.660403,1.611931
4.537902,0.099305
7.050254,6.726522
3.406016,2.854733
7.506814,4.840028
3.722029,10.840422
-0.710670,-8.466217
5.588087,4.724961
10.400801,6.176248
2.295338,0.141985
12.152059,9.694075
